season,episode,scene,location,extra_scene_info
8,23,12,an empty hospital room,chandler and monica enter.
8,23,13,outside room 816,phoebe and joey are approaching.
8,23,14,the semi,"private labor room, dr. long is checking on rachel again."
8,23,15,room 816,dr. drake remoray is entering.
8,23,16,the semi,"private labor room, they’re brining in yet another woman."
8,23,17,the semi,"private labor room, continued from earlier."
8,23,18,outside room 816,joey is briefing phoebe on cliff.
8,23,19,another hospital room,chandler and monica enter and start making out.
8,23,20,the semi,"private labor room, chandler and monica are entering to see if they in fact did hear janice."
8,23,21,room 816,phoebe is making her move on cliff.
8,23,22,the semi,"private labor room, janice is being moved to the delivery room and is screaming in pain."
8,23,23,room 816,phoebe and cliff are eating some pudding with spoons.
8,23,24,the delivery room,rachel is finally giving birth.
8,23,25,the recovery room,ross is taking pictures of rachel holding the baby as the rest of the gang enters.
8,23,26,a janitorial closet,monica and chandler are emerging slowly.
8,23,27,the recovery room,rachel is putting emma down for a nap.
8,23,28,outside the nursery,ross is looking at emma as phoebe walks up.
8,23,29,the delivery room,rachel is in bed as joey enters.
9,1,1,rachel’s room,"joey moves ross’s coat to get the tissues rachel wants and the engagement ring box mrs. geller gave him falls out of the pocket it was inside. joey goes to one knee, picks up the box, opens it, and sees that it’s an engagement ring."
9,1,2,outside the nursery,everyone but rachel is standing and looking into the window.
9,1,3,rachel’s room,phoebe is entering.
9,1,4,a hallway,joey and ross find mr. geller with his ear up against a janitor’s closet door.
9,1,5,rachel’s room,"she is taking the ring out of ross’s jacket, looks at it, and puts it on her finger as joey enters."
9,1,6,the lobby,ross is eating a sandwich as phoebe rushes up to him.
9,1,7,the janitor’s closet,chandler and monica are trying to figure out what to do now.
9,1,8,rachel’s room,monica is entering.
9,1,9,a hallway,chandler is following joey.
9,1,10,rachel’s room,ross is entering.
9,1,11,outside the janitor’s closet,there are people having sex and mr. geller is trying to give them some pamphlets.
9,2,1,rachel’s hospital room,ross is sitting next to rachel.
9,2,2,ross and rachel’s,"monica, phoebe, joey and chandler are waiting for ross and rachel to come home and monica is looking at the sign phoebe bought that says, ""it’s a boy!"""
9,2,3,a boardroom,chandler keeps drifting off to sleep at his meeting.
9,2,4,ross and rachel’s,"phoebe, monica, ross, and rachel are watching emma sleep."
9,2,5,a boardroom,chandler’s meeting continues.
9,2,6,ross and rachel’s,"emma continues crying while rachel, monica and phoebe try different methods to stop her crying."
9,2,7,central perk,ross is getting rachel’s muffin.
9,2,8,ross and rachel’s,emma is still crying.
9,2,9,ms. mckenna’s office,chandler enters.
9,2,10,the hospital,joey is sitting in the lobby as ross enters.
9,2,11,ross and rachel’s,emma continues to cry.
9,2,12,ross and rachel’s,ross enters.
9,2,13,central perk,joey and ross are sitting at one of the high tables.
9,3,1,chandler and monica's apartment ross and rachel enter,
9,3,2,central perk,
9,3,3,scene chandler and monica's apartment,
9,3,4,ross and rachel's apartment,
9,3,5,joey's apartment,
9,3,6,chandler and monica's apartment,
9,3,7,central perk joey walks in and looks around,he's trying to find a mike for phoebe
9,3,8,restaurant,he's trying to find a mike for phoebe
9,3,9,chandler and monica's apartment monica enters,chandler is in the kitchen with his laptop
9,3,10,pediatrician's office,chandler is in the kitchen with his laptop
9,3,11,restaurant,chandler is in the kitchen with his laptop
9,3,12,chandler and monica's apartment,chandler is in the kitchen with his laptop
9,3,13,central perk,chandler is in the kitchen with his laptop
9,3,14,pediatrician's office,chandler is in the kitchen with his laptop
9,3,15,chandler and monica's apartment,chandler is in the kitchen with his laptop
9,3,16,airport,chandler is in the kitchen with his laptop
9,3,17,monica and chandler's apartment,chandler is in the kitchen with his laptop
9,4,1,ross is in central perk,phoebe comes in.
9,4,2,monica enters central perk,phoebe comes in.
9,4,3,ross is at phoebe's,phoebe comes in.
9,4,4,joey is back at hayleys apartment,phoebe comes in.
9,4,5,ross goes to see mike to explain about phoebe,phoebe comes in.
9,4,6,chandler arrives home from work,phoebe comes in.
9,4,7,rachel is at monica's,"talking about chandler & him watching ""shark porn""."
9,4,8,phoebe's at her apartment waiting for mike ross comes over,"talking about chandler & him watching ""shark porn""."
9,4,9,joey is back at hayley's place after there date,"talking about chandler & him watching ""shark porn""."
9,4,10,phoebe is sitting with mike,explaining about vicrum.
9,4,11,chandler arrives home and monica's got a video of sharks ready for chandler,explaining about vicrum.
9,4,12,phoebe is in central,perk with joey telling him what ross said t her at the beginning.
9,5,1,central perk. all except chandler,plus emma.
9,5,2,tulsa,a conference room. chandler is chairing a group of eight people.
9,5,3,the bings. monica in bathrobe,merely covered. someones knocking at the door.
9,5,4,ross and rachels. ross phones,rachel and emma are there.
9,5,5,the restaurant,phoebe and joey are sitting alone at a table for six.
9,5,6,the bings,phoebe and joey are sitting alone at a table for six.
9,5,7,outside ross and rachels,phoebe and joey are sitting alone at a table for six.
9,5,8,the restaurant with still just phoebe and joey,phoebe and joey are sitting alone at a table for six.
9,5,9,the bings bedroom,"chandler is undressing, monica in bed already."
9,5,10,ms. geller,rachel and ross storm into the apartment.
9,5,11,bings in bed,finished.
9,5,12,restaurant,still just the not-couple.
9,5,13,continues,joey finished everything.
9,6,1,chandler's hotel room in tulsa,he's fast asleep when the telephone rings.
9,6,2,central perk. phoebe and mike are on the couch,"holding hands, while phoebe puts milk in her coffee."
9,6,3,ross and rachel's apartment. both of them sitting on the couch,interviewing a nanny candidate.
9,6,4,phoebe's apartment. there's a knock on the door,and phoebe opens it.
9,6,5,monica and chandler's apartment,monica sits on the couch and phoebe is pacing up and down the room.
9,6,6,the hallway between the two apartments,chandler comes home.
9,6,7,ross and rachel's apartment,they're interviewing sandy.
9,6,8,joey's apartment,joey is reading a 'busty ladies' magazine when chandler enters.
9,6,9,phoebe's apartment,phoebe just let david in who brought a bottle of wine.
9,6,10,ross and rachel's apartment,rachel and sandy sit on the couch. sandy holds emma. ross enters the apartment. sandy and rachel wipe their tears away with handkerchiefs
9,6,11,phoebe's apartment,she and david are still kissing each other in the living room.
9,6,12,monica and chandler's apartment,monica is in the kitchen and ross enters.
9,6,13,phoebe's apartment,david is still there. mike closes the door.
9,6,14,ross walks in the hallway to his apartment and stops in front of his own door. now he hears two recorders playing a song. when he enters,sandy and joey are playing the recorder and rachel listens.
9,6,15,ross and rachel's kitchen,ross got a beer from the refrigerator and opens the bottle. rachel now also enters the kitchen.
9,6,16,living room,joey and sandy are talking with the snufflebumps.
9,6,17,monica and chandler's apartment,monica and joey are sitting at the dinner table. chandler comes from the bedroom with his suitcase.
9,6,18,ross and rachel's apartment,sandy is knitting baby clothes. ross and rachel walk into the living room.
9,6,19,joey's apartment. joey and sandy are sitting at the kitchen counter. joey is holding mr. wigglemunch,and sandy holds the grumpus.
9,7,1,ross and rachel's apartment,ross is playing with emma on the couch after just changing her diaper.
9,7,2,central perk,joey sits at a table and chandler and monica enter.
9,7,3,monica and chandler's apartment. rachel and monica are sitting at the dinner table and phoebe enters,knocking on the door.
9,7,4,ross and rachel's apartment,rachel enters the apartment.
9,7,5,richard's apartment,there's a knock on the door.the listing agent opens the door for chandler and joey.
9,7,6,mike's parents building,"phoebe gets out of the classy elevator, looking all dressed up like an older woman, and very un-phoebe. she walks to the door and rings the doorbell."
9,7,7,mike's parents house again,"phoebe gets out of the classy elevator, looking all dressed up like an older woman, and very un-phoebe. she walks to the door and rings the doorbell."
9,7,8,monica and chandler's apartment. only chandler is there with the videotape in his hands,standing in front of the tv set.
9,7,9,ross and rachel's apartment,emma is sitting in her chair on the apothecary table and rachel is trying to make her laugh.
9,7,10,mike's parents house,"the dining room. mike, phoebe, mike's parents and the angles are there."
